time,open,high,low,close,Volume
2008-02-29T18:30:00Z,0.543,0.543,0.5325,0.5355,21513044
2008-03-03T14:30:00Z,0.534,0.53775,0.5225,0.53325,24067504
2008-03-03T18:30:00Z,0.53375,0.53475,0.5215,0.5285,18940073
2008-03-04T14:30:00Z,0.52525,0.526,0.50275,0.51675,35660354
2008-03-04T18:30:00Z,0.517,0.5255,0.51125,0.52325,26546055
2008-03-05T14:30:00Z,0.52675,0.54175,0.5255,0.53175,33042571
2008-03-05T18:30:00Z,0.532,0.5325,0.52275,0.52925,25927709
2008-03-06T14:30:00Z,0.52275,0.52625,0.5005,0.501,51826593
2008-03-06T18:30:00Z,0.50075,0.50625,0.49525,0.496,46606389
2008-03-07T14:30:00Z,0.487,0.508,0.48525,0.489,44246804
2008-03-07T18:30:00Z,0.48875,0.49725,0.47925,0.489,26367253
2008-03-10T13:30:00Z,0.48275,0.48875,0.46925,0.47075,40790241
2008-03-10T17:30:00Z,0.47075,0.47275,0.46,0.461,35461887
2008-03-11T13:30:00Z,0.4755,0.48075,0.456,0.4642525,49950425
2008-03-11T17:30:00Z,0.46425,0.476,0.46175,0.476,33599914
2008-03-12T13:30:00Z,0.481,0.48475,0.469,0.47125,37696310
2008-03-12T17:30:00Z,0.471,0.472,0.459,0.463,32501859
2008-03-13T13:30:00Z,0.45575,0.49,0.453,0.48925,66247996
2008-03-13T17:30:00Z,0.4895,0.4995,0.48625,0.49225,47179888
2008-03-14T13:30:00Z,0.4935,0.4955,0.46,0.46375,57317164
2008-03-14T17:30:00Z,0.46375,0.4655,0.4545,0.45825,43266645
2008-03-17T13:30:00Z,0.4425,0.462,0.43275,0.442,40145769
2008-03-17T17:30:00Z,0.44225,0.45475,0.4405,0.4465,26255643
2008-03-18T13:30:00Z,0.4575,0.463,0.444,0.45675,46551885
2008-03-18T17:30:00Z,0.457,0.475,0.45,0.47425,48735163
2008-03-19T13:30:00Z,0.4615,0.46975,0.4475,0.44875,44852714
2008-03-19T17:30:00Z,0.44875,0.451,0.4415,0.4415,32945806
2008-03-20T13:30:00Z,0.4475,0.45525,0.43875,0.451675,30563226
2008-03-20T17:30:00Z,0.4515,0.464,0.45125,0.463,26417897
2008-03-24T13:30:00Z,0.47325,0.50275,0.4715,0.502125,54761515
2008-03-24T17:30:00Z,0.5020025,0.5035,0.4975,0.50175,32896950
2008-03-25T13:30:00Z,0.50275,0.5175,0.49825,0.50525,48912070
2008-03-25T17:30:00Z,0.50525,0.51125,0.5025,0.508,22520764
2008-03-26T13:30:00Z,0.50325,0.50475,0.48625,0.4927475,44544781
2008-03-26T17:30:00Z,0.492625,0.495,0.48925,0.492,25617480
2008-03-27T13:30:00Z,0.4845,0.498,0.47675,0.49,35641138
2008-03-27T17:30:00Z,0.49025,0.49075,0.48475,0.48475,21302873
2008-03-28T13:30:00Z,0.4925,0.50475,0.4885,0.496,32513187
2008-03-28T17:30:00Z,0.49625,0.50275,0.492,0.49325,26596069
2008-03-31T13:30:00Z,0.49675,0.5065,0.4885,0.49825,30460196
2008-03-31T17:30:00Z,0.49825,0.4995,0.493,0.496,25935365
2008-04-01T13:30:00Z,0.5095,0.5235,0.50225,0.522375,38475274
2008-04-01T17:30:00Z,0.5225,0.52625,0.51875,0.52425,30361237
2008-04-02T13:30:00Z,0.5265,0.5265,0.508,0.51425,39615633
2008-04-02T17:30:00Z,0.51425,0.5175,0.505,0.509,25549036
2008-04-03T13:30:00Z,0.50425,0.5055,0.48475,0.503,60276536
2008-04-03T17:30:00Z,0.503,0.5045,0.49525,0.49975,26716661
2008-04-04T13:30:00Z,0.4895,0.492,0.46975,0.48,89824660
2008-04-04T17:30:00Z,0.48,0.4815,0.46825,0.4695,58858826
2008-04-07T13:30:00Z,0.4805,0.4875,0.47875,0.485,47747622
2008-04-07T17:30:00Z,0.484875,0.488,0.477,0.48,28510470
2008-04-08T13:30:00Z,0.4755,0.4935,0.475,0.48575,41741885
2008-04-08T17:30:00Z,0.48575,0.48625,0.4775,0.47825,24807818
2008-04-09T13:30:00Z,0.48375,0.4925,0.479,0.48525,47225450
2008-04-09T17:30:00Z,0.4852525,0.49075,0.48275,0.4875,24693645
2008-04-10T13:30:00Z,0.4925,0.5055,0.48225,0.505,55104858
2008-04-10T17:30:00Z,0.505,0.51275,0.49475,0.49675,62603424
2008-04-11T13:30:00Z,0.48725,0.4905,0.47375,0.474,69012004
2008-04-11T17:30:00Z,0.474,0.4742475,0.46025,0.46325,42454195
2008-04-14T13:30:00Z,0.462,0.4625,0.44575,0.45075,48335612
2008-04-14T17:30:00Z,0.450625,0.451,0.445,0.44775,24794037
2008-04-15T13:30:00Z,0.45,0.4525,0.44025,0.45,27773007
2008-04-15T17:30:00Z,0.45025,0.45475,0.44875,0.4535,17300479
2008-04-16T13:30:00Z,0.47,0.477,0.462,0.468625,44829139
2008-04-16T17:30:00Z,0.46875,0.474,0.468,0.47125,21791330
2008-04-17T13:30:00Z,0.449,0.4615,0.4489975,0.46125,38823092
2008-04-17T17:30:00Z,0.461,0.46625,0.4585,0.46475,22875506
2008-04-18T13:30:00Z,0.47825,0.48225,0.469,0.48175,35939804
2008-04-18T17:30:00Z,0.482,0.483,0.4715,0.4755,22344713
2008-04-21T13:30:00Z,0.47225,0.49575,0.47075,0.4955,39999971
2008-04-21T17:30:00Z,0.4957,0.5,0.4925,0.4975,32169482
2008-04-22T13:30:00Z,0.489,0.493,0.477,0.48,35036737
2008-04-22T17:30:00Z,0.47975,0.4885,0.47925,0.48775,25796083
2008-04-23T13:30:00Z,0.49425,0.5165,0.48775,0.512,55778434
2008-04-23T17:30:00Z,0.511875,0.515,0.5085,0.511,47799504
2008-04-24T13:30:00Z,0.51375,0.5175,0.49125,0.5015,40965681
2008-04-24T17:30:00Z,0.50175,0.50525,0.49825,0.499,28218891
2008-04-25T13:30:00Z,0.5015,0.505,0.48775,0.4904875,32860566
2008-04-25T17:30:00Z,0.4904875,0.50425,0.48925,0.50325,21959115
2008-04-28T13:30:00Z,0.5025,0.509,0.49275,0.49725,30821579
2008-04-28T17:30:00Z,0.4975,0.5,0.49375,0.49475,25033030
2008-04-29T13:30:00Z,0.48925,0.50525,0.48925,0.504,33024251
2008-04-29T17:30:00Z,0.50375,0.51125,0.50375,0.5055,26911910
2008-04-30T13:30:00Z,0.51125,0.51825,0.5075,0.51725,55923190
2008-04-30T17:30:00Z,0.5175,0.51925,0.51125,0.51375,55813449
2008-05-01T13:30:00Z,0.52,0.5375,0.5175,0.53525,75601844
2008-05-01T17:30:00Z,0.5355,0.53875,0.5305,0.53745,32507575
2008-05-02T13:30:00Z,0.55225,0.5625,0.543875,0.5525,79158253
2008-05-02T17:30:00Z,0.55275,0.563,0.549,0.563,38800750
2008-05-05T13:30:00Z,0.5605,0.56175,0.548,0.55175,65360778
2008-05-05T17:30:00Z,0.5515,0.55325,0.54775,0.54925,28566625
2008-05-06T13:30:00Z,0.5475,0.5575,0.539,0.556,38227057
2008-05-06T17:30:00Z,0.55625,0.5645,0.554,0.56375,31107933
2008-05-07T13:30:00Z,0.5645,0.57225,0.55175,0.555,48725316
2008-05-07T17:30:00Z,0.555,0.55625,0.5455,0.55125,26374505
2008-05-08T13:30:00Z,0.5545,0.55625,0.52525,0.537,63872516
2008-05-08T17:30:00Z,0.537,0.5465,0.53425,0.54475,51863322
2008-05-09T13:30:00Z,0.55,0.58575,0.54925,0.575,143550634
2008-05-09T17:30:00Z,0.57525,0.57525,0.55425,0.56325,62355195
2008-05-12T13:30:00Z,0.5705,0.5705,0.5465,0.54675,56010896
2008-05-12T17:30:00Z,0.5465,0.548,0.54175,0.54725,44912024
2008-05-13T13:30:00Z,0.55,0.55,0.532,0.53875,50029009
2008-05-13T17:30:00Z,0.539,0.543,0.53425,0.536,39391339
2008-05-14T13:30:00Z,0.54275,0.566,0.54275,0.56175,48366273
2008-05-14T17:30:00Z,0.562,0.565,0.55,0.5515,27511907
2008-05-15T13:30:00Z,0.5505,0.5875,0.548,0.585525,67961849
2008-05-15T17:30:00Z,0.5855,0.597,0.584875,0.59425,54426021.00000001
2008-05-16T13:30:00Z,0.6045,0.60875,0.59075,0.6065,76675223
2008-05-16T17:30:00Z,0.6065375,0.6115,0.601,0.60975,37846496
2008-05-19T13:30:00Z,0.6115,0.63275,0.61025,0.62075,66797017
2008-05-19T17:30:00Z,0.621,0.62125,0.59325,0.597,54688806
2008-05-20T13:30:00Z,0.58125,0.588,0.57525,0.581,51903056
2008-05-20T17:30:00Z,0.581,0.58225,0.576,0.582,27698601
2008-05-21T13:30:00Z,0.5835,0.606,0.57625,0.58875,69693166
2008-05-21T17:30:00Z,0.58875,0.59275,0.576,0.57725,40191618
2008-05-22T13:30:00Z,0.5855,0.596,0.58375,0.59175,45761544
2008-05-22T17:30:00Z,0.59175,0.5955,0.5865,0.59125,27527591
2008-05-23T13:30:00Z,0.59,0.595,0.56925,0.57525,44449884
2008-05-23T17:30:00Z,0.575,0.57975,0.573,0.578,38134800
2008-05-27T13:30:00Z,0.57925,0.5825,0.56775,0.57125,49024116
2008-05-27T17:30:00Z,0.57125,0.58475,0.569625,0.5845,36775236
2008-05-28T13:30:00Z,0.59975,0.6015,0.5855,0.588,45525408
2008-05-28T17:30:00Z,0.5880025,0.59125,0.58275,0.58975,33873543
2008-05-29T13:30:00Z,0.58975,0.59075,0.57725,0.58225,38323350
2008-05-29T17:30:00Z,0.58225,0.59,0.58175,0.5874975,34061051
2008-05-30T13:30:00Z,0.60375,0.614,0.603,0.6115,53485783
2008-05-30T17:30:00Z,0.6115,0.6195,0.611,0.6175,33989391
2008-06-02T13:30:00Z,0.62075,0.62475,0.61075,0.61275,46433628
2008-06-02T17:30:00Z,0.6125,0.6215,0.612375,0.6205,30298137
2008-06-03T13:30:00Z,0.6225,0.623,0.6,0.602,41737575
2008-06-03T17:30:00Z,0.602,0.60525,0.59175,0.59975,45730133.99999999
2008-06-04T13:30:00Z,0.58575,0.60725,0.5825,0.59975,49977390
2008-06-04T17:30:00Z,0.6,0.60675,0.59875,0.6055,38643680
2008-06-05T13:30:00Z,0.627,0.63375,0.6142575,0.62425,53829615.99999999
2008-06-05T17:30:00Z,0.624125,0.627,0.61775,0.6225,23753126
2008-06-06T13:30:00Z,0.61375,0.6145,0.60025,0.605,46647780
2008-06-06T17:30:00Z,0.605,0.60675,0.598,0.6009975,34039539
2008-06-09T13:30:00Z,0.5985,0.60625,0.5855,0.58925,31305082
2008-06-09T17:30:00Z,0.58925,0.5955,0.58025,0.595,35663544
2008-06-10T13:30:00Z,0.57625,0.577,0.55875,0.567,76395325
2008-06-10T17:30:00Z,0.567,0.56725,0.5535,0.55625,53408186
2008-06-11T13:30:00Z,0.55725,0.55925,0.5375,0.54097,65932667
2008-06-11T17:30:00Z,0.5409975,0.57075,0.5305,0.5315,37323482
2008-06-12T13:30:00Z,0.54325,0.55375,0.5385,0.54375,51982662
2008-06-12T17:30:00Z,0.543875,0.54475,0.53,0.5345,34058373.00000001
2008-06-13T13:30:00Z,0.53525,0.5415,0.517,0.52675,45401558
2008-06-13T17:30:00Z,0.527,0.533,0.521,0.5327475,27391824
2008-06-16T13:30:00Z,0.52775,0.532,0.52125,0.527,39164692
2008-06-16T17:30:00Z,0.527,0.53,0.52275,0.52525,24798552
2008-06-17T13:30:00Z,0.53325,0.53325,0.5125,0.5145,38883604
2008-06-17T17:30:00Z,0.51475,0.52125,0.5115,0.51275,32908204
2008-06-18T13:30:00Z,0.507,0.51225,0.49375,0.49475,68350886
2008-06-18T17:30:00Z,0.49475,0.4995,0.4895,0.49775,43310096
2008-06-19T13:30:00Z,0.5005,0.5075,0.4845,0.50225,50978498
2008-06-19T17:30:00Z,0.50225,0.50475,0.49475,0.496,31815557
2008-06-20T13:30:00Z,0.4865,0.4995,0.48525,0.49475,47949504
2008-06-20T17:30:00Z,0.49475,0.49625,0.48925,0.493,26335419
2008-06-23T13:30:00Z,0.4975,0.49825,0.4795,0.486625,54192808.00000001
2008-06-23T17:30:00Z,0.4865,0.4875,0.48225,0.48375,27333684
2008-06-24T13:30:00Z,0.481,0.5035,0.481,0.50075,60894321.99999999
2008-06-24T17:30:00Z,0.50075,0.51125,0.49825,0.5,52894247
2008-06-25T13:30:00Z,0.5075,0.51125,0.4945,0.5025,59419634
2008-06-25T17:30:00Z,0.502625,0.50775,0.498,0.5025,34445043
2008-06-26T13:30:00Z,0.4885,0.491,0.47725,0.479,49283592
2008-06-26T17:30:00Z,0.479,0.48425,0.47675,0.47675,38253220
2008-06-27T13:30:00Z,0.47825,0.48475,0.46775,0.4765,37861902
2008-06-27T17:30:00Z,0.47625,0.483,0.475,0.482,20520730
2008-06-30T13:30:00Z,0.4765,0.48075,0.46475,0.468125,35278590
2008-06-30T17:30:00Z,0.468,0.471,0.46525,0.4665,29408013
2008-07-01T13:30:00Z,0.46325,0.46875,0.454,0.457,51435265
2008-07-01T17:30:00Z,0.45675,0.46925,0.4545,0.46825,42471203
2008-07-02T13:30:00Z,0.4665,0.4695,0.4545,0.4565,31923911
2008-07-02T17:30:00Z,0.45625,0.4605,0.45,0.4505,24517691
2008-07-03T13:30:00Z,0.3245,0.32825,0.3095,0.31075,292425754
2008-07-03T17:30:00Z,0.3105,0.31225,0.31,0.31175,716673
2008-07-07T13:30:00Z,0.317,0.319,0.294,0.29975,151208814
2008-07-07T17:30:00Z,0.29975,0.309,0.297,0.3025,83673255
2008-07-08T13:30:00Z,0.303,0.312,0.295,0.29875,88388460
2008-07-08T17:30:00Z,0.2985,0.30375,0.298,0.30075,98017387
2008-07-09T13:30:00Z,0.3015,0.306,0.297,0.29925,70310511
2008-07-09T17:30:00Z,0.29925,0.29975,0.296,0.2965,80351244
2008-07-10T13:30:00Z,0.29525,0.3005,0.29075,0.2975,67535472
2008-07-10T17:30:00Z,0.2975,0.29925,0.28925,0.29475,45125124
2008-07-11T13:30:00Z,0.28875,0.299,0.283,0.286,47720825
2008-07-11T17:30:00Z,0.286,0.2955,0.286,0.292,38216610
2008-07-14T13:30:00Z,0.294,0.29625,0.2765,0.28075,54597045
2008-07-14T17:30:00Z,0.28075,0.284,0.278,0.2785,39681050
2008-07-15T13:30:00Z,0.276,0.28645,0.2675,0.28225,66728764
2008-07-15T17:30:00Z,0.282375,0.28725,0.27925,0.28125,53983129
2008-07-16T13:30:00Z,0.28125,0.2905,0.27475,0.28675,57430331
2008-07-16T17:30:00Z,0.28675,0.287,0.2815,0.28325,46647326
2008-07-17T13:30:00Z,0.286,0.2875,0.273,0.280625,58664695
2008-07-17T17:30:00Z,0.2805,0.28525,0.2805,0.284,32243205
2008-07-18T13:30:00Z,0.28125,0.28575,0.274,0.2845,60245786.99999999
2008-07-18T17:30:00Z,0.284525,0.29075,0.283,0.289,35822806
2008-07-21T13:30:00Z,0.2935,0.29775,0.28825,0.2915,42549786
2008-07-21T17:30:00Z,0.2915,0.29375,0.29,0.291,17842486
2008-07-22T13:30:00Z,0.2885,0.28925,0.279,0.28275,36333308
2008-07-22T17:30:00Z,0.2825,0.285,0.2805,0.2845,20643161
2008-07-23T13:30:00Z,0.28525,0.296,0.28525,0.29175,41151838
2008-07-23T17:30:00Z,0.2915,0.29375,0.28975,0.29325,21689451
2008-07-24T13:30:00Z,0.29,0.29275,0.27775,0.2782475,44520496
2008-07-24T17:30:00Z,0.27825,0.27925,0.275,0.2755,29352557
2008-07-25T13:30:00Z,0.279,0.285,0.27275,0.282,62434146
2008-07-25T17:30:00Z,0.282,0.29,0.282,0.28875,46471205
2008-07-28T13:30:00Z,0.28525,0.29775,0.2839975,0.2935,48284712
2008-07-28T17:30:00Z,0.2935,0.29425,0.2875,0.2885,30173201
2008-07-29T13:30:00Z,0.28875,0.2985,0.2855,0.29525,43085594
2008-07-29T17:30:00Z,0.295,0.29625,0.29025,0.291,35447808
2008-07-30T13:30:00Z,0.297,0.2975,0.2805,0.283,43424437
2008-07-30T17:30:00Z,0.28325,0.288,0.282,0.28675,19953237
2008-07-31T13:30:00Z,0.285,0.29225,0.283,0.2875,32843269
2008-07-31T17:30:00Z,0.2875,0.29,0.2855,0.286,17795257
2008-08-01T13:30:00Z,0.2785,0.2795,0.2675,0.271,65105678.00000001
2008-08-01T17:30:00Z,0.271,0.2725,0.26875,0.27125,29286773
2008-08-04T13:30:00Z,0.271,0.2725,0.264,0.266,33517963
2008-08-04T17:30:00Z,0.266,0.269,0.26375,0.2645,22077816
2008-08-05T13:30:00Z,0.26875,0.27475,0.2665,0.2745,35183285
2008-08-05T17:30:00Z,0.27425,0.2795,0.2735,0.2795,36907123
2008-08-06T13:30:00Z,0.2805,0.282,0.2715,0.2800625,47809289
2008-08-06T17:30:00Z,0.28,0.28975,0.28,0.287,37399698
2008-08-07T13:30:00Z,0.28325,0.2975,0.2795,0.294,42817087
2008-08-07T17:30:00Z,0.294,0.294625,0.2825,0.2835,44210110
2008-08-08T13:30:00Z,0.2875,0.2875,0.27525,0.27625,52427834
2008-08-08T17:30:00Z,0.27625,0.2765,0.274,0.27475,38582248
2008-08-11T13:30:00Z,0.27775,0.286,0.276,0.28525,86067582
2008-08-11T17:30:00Z,0.28525,0.2875,0.2785,0.281,42144175
2008-08-12T13:30:00Z,0.283,0.28375,0.274,0.27625,88206575
2008-08-12T17:30:00Z,0.276125,0.27925,0.27275,0.2762525,52822565
2008-08-13T13:30:00Z,0.29875,0.311,0.2915,0.3015,163250169
2008-08-13T17:30:00Z,0.3015,0.3075,0.3,0.307,55116653
2008-08-14T13:30:00Z,0.305,0.33725,0.30425,0.33375,119822586
2008-08-14T17:30:00Z,0.33375,0.33375,0.32475,0.32475,50652028
2008-08-15T13:30:00Z,0.3315,0.3345,0.32175,0.324,54039831
2008-08-15T17:30:00Z,0.324,0.325,0.3225,0.32375,26871056
2008-08-18T13:30:00Z,0.32575,0.332,0.32275,0.3295,53081161
2008-08-18T17:30:00Z,0.3295,0.3335,0.32875,0.33125,40718081
2008-08-19T13:30:00Z,0.3235,0.3375,0.32325,0.3353375,60818391
2008-08-19T17:30:00Z,0.335375,0.336875,0.33275,0.3355,45988534
2008-08-20T13:30:00Z,0.3405,0.3525,0.338,0.3509975,81864540
2008-08-20T17:30:00Z,0.351,0.353,0.34625,0.3525,41244203
2008-08-21T13:30:00Z,0.346,0.3485,0.3335,0.33625,69591289
2008-08-21T17:30:00Z,0.336245,0.34225,0.336,0.3395,36682782
2008-08-22T13:30:00Z,0.34275,0.347,0.333,0.339475,31041155
2008-08-22T17:30:00Z,0.339375,0.34175,0.3375,0.3395,14903803
2008-08-25T13:30:00Z,0.33825,0.34625,0.336,0.33725,32079744
2008-08-25T17:30:00Z,0.33725,0.338,0.33425,0.3355,15554374
2008-08-26T13:30:00Z,0.337,0.3372475,0.327,0.32853,36949671
2008-08-26T17:30:00Z,0.32875,0.329,0.32375,0.327,26344126
2008-08-27T13:30:00Z,0.321,0.33375,0.31675,0.33025,30476704
2008-08-27T17:30:00Z,0.33025,0.3325,0.3275,0.32975,16040089
2008-08-28T13:30:00Z,0.33225,0.33375,0.32525,0.32825,23982183
2008-08-28T17:30:00Z,0.32825,0.33025,0.32625,0.32825,13874751
2008-08-29T13:30:00Z,0.324,0.3249975,0.316,0.319,33816203
2008-08-29T17:30:00Z,0.31925,0.3195,0.315,0.31625,18178832
2008-09-02T13:30:00Z,0.322,0.324,0.309,0.30975,37046210
2008-09-02T17:30:00Z,0.30975,0.3105,0.30375,0.308,35741219
2008-09-03T13:30:00Z,0.30375,0.305,0.29225,0.29275,48513821
2008-09-03T17:30:00Z,0.29275,0.295,0.28875,0.2915,26970801
2008-09-04T13:30:00Z,0.288,0.29125,0.28625,0.28625,39003113
2008-09-04T17:30:00Z,0.2865,0.289,0.28575,0.2875,35404124
2008-09-05T13:30:00Z,0.28575,0.292,0.28475,0.289,54668640
2008-09-05T17:30:00Z,0.289,0.2925,0.28825,0.292,28427097
2008-09-08T13:30:00Z,0.29375,0.2945,0.276,0.277,95293253
2008-09-08T17:30:00Z,0.27725,0.28225,0.275,0.2795,45466507
2008-09-09T13:30:00Z,0.27975,0.29575,0.2765,0.277375,75514020
2008-09-09T17:30:00Z,0.27725,0.27875,0.26925,0.27075,41889956
2008-09-10T13:30:00Z,0.2735,0.279,0.2695,0.27322,39390005
2008-09-10T17:30:00Z,0.273,0.2745,0.26875,0.27,28443271
2008-09-11T13:30:00Z,0.25525,0.263,0.249,0.258,61578699
2008-09-11T17:30:00Z,0.258225,0.25925,0.25375,0.2575,51036536
2008-09-12T13:30:00Z,0.25425,0.256,0.24025,0.25275,95974777
2008-09-12T17:30:00Z,0.25275,0.257,0.2505,0.255,32319195
2008-09-15T13:30:00Z,0.24525,0.2495,0.241,0.241,28379034
2008-09-15T17:30:00Z,0.241,0.2415,0.2295,0.23275,38848639
2008-09-16T13:30:00Z,0.227,0.2405,0.22,0.23625,68099617
2008-09-16T17:30:00Z,0.23625,0.2415,0.2308375,0.23975,56922152
2008-09-17T13:30:00Z,0.23475,0.24875,0.232,0.247,85501583
2008-09-17T17:30:00Z,0.247,0.2555,0.2445,0.25025,57087146
2008-09-18T13:30:00Z,0.25375,0.274,0.2525,0.26225,99819213
2008-09-18T17:30:00Z,0.26225,0.2855,0.25625,0.274,58133011
2008-09-19T13:30:00Z,0.28675,0.2875,0.272375,0.2820625,66957450
2008-09-19T17:30:00Z,0.282,0.28625,0.27725,0.28505,47520868
2008-09-22T13:30:00Z,0.283,0.29125,0.281,0.28175,38704379
2008-09-22T17:30:00Z,0.28175,0.285,0.2777525,0.27925,34903801
2008-09-23T13:30:00Z,0.278,0.28725,0.27175,0.275,41573597
2008-09-23T17:30:00Z,0.275,0.2775,0.27025,0.27125,33115648
2008-09-24T13:30:00Z,0.26875,0.28675,0.26625,0.2855,50471305
2008-09-24T17:30:00Z,0.28575,0.28675,0.279,0.2815,38441137
2008-09-25T13:30:00Z,0.2815,0.2935,0.2765,0.29,38058438
2008-09-25T17:30:00Z,0.289875,0.29225,0.28425,0.28675,23766536
2008-09-26T13:30:00Z,0.27975,0.29125,0.2745,0.29,43554015
2008-09-26T17:30:00Z,0.29025,0.29425,0.28725,0.293,25836871
2008-09-29T13:30:00Z,0.2845,0.288,0.2655,0.27155,46625841
2008-09-29T17:30:00Z,0.2715,0.2725,0.25,0.25325,54299808
2008-09-30T13:30:00Z,0.2565,0.26225,0.25375,0.26075,28993172
2008-09-30T17:30:00Z,0.2605,0.27025,0.26,0.268,37288649.00000001
2008-10-01T13:30:00Z,0.2645,0.2685,0.2555,0.26175,36993913
2008-10-01T17:30:00Z,0.2616875,0.264,0.25875,0.2605,21815404
2008-10-02T13:30:00Z,0.262,0.262,0.2425,0.24303,45269980
2008-10-02T17:30:00Z,0.24325,0.2445,0.232,0.23325,39149627
2008-10-03T13:30:00Z,0.237,0.24375,0.2315,0.2325,57519910
2008-10-03T17:30:00Z,0.23275,0.2355,0.224255,0.22625,41806218.00000001
2008-10-06T13:30:00Z,0.2155,0.2155,0.19075,0.192,94204877
2008-10-06T17:30:00Z,0.19175,0.1965,0.18275,0.1955,84274478
2008-10-07T13:30:00Z,0.2035,0.20375,0.18325,0.185,68014131
2008-10-07T17:30:00Z,0.1849125,0.1905,0.1795,0.1815,40816196
2008-10-08T13:30:00Z,0.17475,0.1925,0.17275,0.18375,79645220
2008-10-08T17:30:00Z,0.1837575,0.1955,0.18325,0.18425,48684257
2008-10-09T13:30:00Z,0.19225,0.19375,0.18025,0.1875,48898043
2008-10-09T17:30:00Z,0.18725,0.18875,0.171,0.173,45228322
2008-10-10T13:30:00Z,0.158,0.17775,0.157,0.1645,62811922
2008-10-10T17:30:00Z,0.1645,0.18325,0.1585,0.1705,52807167
2008-10-13T13:30:00Z,0.18425,0.199,0.1825,0.1985,47647236
2008-10-13T17:30:00Z,0.1985,0.2015,0.192,0.20125,45536935
2008-10-14T13:30:00Z,0.2085,0.21,0.19125,0.204,73455968
